# 50 point Fourier filter, Sine
# =============================
#
# Designed and tested for planetary electromagnetic induction.
#
#
# > Grayver, A. V., A. Kuvshinov, and D. Werthmüller, 2021;
# > Time-Domain Modeling of Three-Dimensional Earth's and Planetary
# > Electromagnetic Induction Effect in Ground and Satellite Observations;
# > Journal of Geophysical Research: Space Physics, 126(3), e2020JA028672;
# > DOI: 10.1029/2020JA028672
#
#
# Copyright 2021 Alexander V. Grayver
#
# This work is licensed under a CC BY 4.0 license.
# <http://creativecommons.org/licenses/by/4.0/>.
#
# This file is part of libdlf.
#
#
# base                   sin
0.020351539057584585   0.015612515803531853
0.02394618633584547   -0.09462903411749914
0.028175748203049585   0.3117770493488479
0.0331523682171173    -0.7331733032969688
0.039007997604279074   1.3887195607048695
0.045897893843668     -2.256657066578928
0.05400473719916161    3.2805358935454616
0.06354347434512761   -4.3780014125702555
0.0747670175110597     5.472633981207025
0.08797295025351011   -6.487680055307104
0.10351141765367007    7.379203081547922
0.121794410143077     -8.101406699379584
0.1433066871108987     8.655711019132568
0.16861862992378368   -9.017610106427929
0.19840136514614606    9.229490585407783
0.23344455894136176   -9.263211469329843
0.2746773544586444     9.201625018217383
0.3231930073442032    -8.981017420159862
0.38027787256818374    8.741193586707128
0.44744551113066483   -8.339636911178598
0.5264768209596123     8.017252694339163
0.6194672560404727    -7.484385258748044
0.728882385756068      7.168939484640828
0.8576232675496689    -6.5205283437188415
1.009103366216787      6.298382148011787
1.1873390592811512    -5.517835729490835
1.3970561281348315     5.467376261589812
1.6438150584726328    -4.53662000270438
1.9341584722647591     4.6731213626935695
2.2757846003123405    -3.691290054788441
2.6777513948763136     3.782371098562427
3.1507166942679676    -3.2281439933834775
3.7072208071793002     2.5592546437619657
4.36201900925792      -3.232119665813557
5.1324727678156865     1.5126346621525144
6.039010067691346     -2.2490157798136283
7.105667043450954      2.624917369559576
8.360725278884502     -0.38778344764051975
9.837461671301405      0.7697565678585556
11.575030742696057    -2.8607107883073972
13.619502791580832     3.1199881060456427
16.025085411278443    -1.9120353599090574
18.855560762285485     0.809753326019789
22.185976706870886    -0.2641923369068591
26.104636645033704     0.07088122130542221
30.715440810780017    -0.016121403161804555
36.14064110637662      0.0030871244528753875
42.524082516878885    -0.00047298225758749283
50.03501704852909      5.153158194873856e-05
58.87259131464845     -2.9723596837103312e-06
