# 241 point Fourier filter, Sine and Cosine
# =========================================
#
# Designed and tested for controlled-source electromagnetic data.
#
#
# > Key, K., 2009;
# > 1D inversion of multicomponent, multifrequency marine CSEM data:
# > Methodology and synthetic studies for resolving thin resistive layers;
# > Geophysics, 74(2), F9-F20;
# > DOI: 10.1190/1.3058434
#
#
# Copyright 2009 Kerry Key
#
# This work is licensed under a CC BY 4.0 license.
# <http://creativecommons.org/licenses/by/4.0/>.
#
# This file is part of libdlf.
#
#
# base                    sin                     cos
1.015631471002490e-06   1.967005545865218e-10   2.573985433748149e-03
1.139409969679808e-06  -1.433611192275181e-09  -2.072044432524625e-02
1.278273779488425e-06   5.386453134154996e-09   8.438091711547871e-02
1.434061399152754e-06  -1.393836398944422e-08  -2.334480374945598e-01
1.608835391556724e-06   2.810158973085062e-08   4.971637805522022e-01
1.804909691213134e-06  -4.733984167038972e-08  -8.750461405249571e-01
2.024880239788185e-06   6.976700567760687e-08   1.333415700757027e+00
2.271659355282662e-06  -9.291356831468874e-08  -1.817857278999438e+00
2.548514289903414e-06   1.145563482421100e-07   2.271742525614601e+00
2.859110487115151e-06  -1.331950589956367e-07  -2.650839359834871e+00
3.207560110577854e-06   1.481901450989667e-07   2.929816176240629e+00
3.598476487472605e-06  -1.595961894804095e-07  -3.101605349462614e+00
4.037035187022686e-06   1.679579344961122e-07   3.172849598553826e+00
4.529042542864016e-06  -1.740358177568700e-07  -3.158333463387740e+00
5.081012526472398e-06   1.786885513317428e-07   3.076219518145157e+00
5.700252989419669e-06  -1.826971268722640e-07  -2.944689843059625e+00
6.394962416269964e-06   1.868003120723728e-07   2.780024568942243e+00
7.174338469084136e-06  -1.915696157142666e-07  -2.595719779969896e+00
8.048699760616019e-06   1.975548111660444e-07   2.402350605158043e+00
9.029622468426732e-06  -2.051269356766739e-07  -2.207779522612721e+00
1.013009359863071e-05   2.147190183078524e-07   2.017594105093030e+00
1.136468292842132e-05  -2.265704864101776e-07  -1.835527970829352e+00
1.274973590382314e-05   2.410938637923347e-07   1.663920259620933e+00
1.430359004655643e-05  -2.584531304193038e-07  -1.504039483923565e+00
1.604681773515003e-05   2.791285853082430e-07   1.356423126734103e+00
1.800249857462311e-05  -3.032349303994803e-07  -1.221057462742312e+00
2.019652496079635e-05   3.314044275843927e-07   1.097607689766934e+00
2.265794488477607e-05  -3.636972724516131e-07  -9.854831639668219e-01
2.541934651619925e-05   4.009929886338131e-07   8.840006973665168e-01
2.851728965696073e-05  -4.432582392200706e-07  -7.923704689421897e-01
3.199278977768923e-05   4.917458331080907e-07   7.098300227775011e-01
3.589186104541253e-05  -5.462464678254600e-07  -6.355744132962947e-01
4.026612553187130e-05   6.085682267245114e-07   5.688875813158415e-01
4.517349666814366e-05  -6.781794860836133e-07  -5.090282851725471e-01
5.067894599423484e-05   7.577171014688372e-07   4.553774950936741e-01
5.685536335507487e-05  -8.460807541480724e-07  -4.072828190689483e-01
6.378452193155948e-05   9.471544157135390e-07   3.642362670434036e-01
7.155816088324133e-05  -1.058863057051342e-06  -3.256737103445609e-01
8.027919993640778e-05   1.186983447614987e-06   2.911959791480738e-01
9.006310199818260e-05  -1.327804017767932e-06  -2.603152640455789e-01
1.010394018370932e-04   1.489996440779015e-06   2.327331570309761e-01
1.133534210691922e-04  -1.667141139261620e-06  -2.080218702094741e-01
1.271681921554341e-04   1.872366272041974e-06   1.859749696667782e-01
1.426666168832257e-04  -2.094818002855587e-06  -1.662071785063838e-01
1.600538879095432e-04   2.354522121047758e-06   1.485969487672789e-01
1.795602054258330e-04  -2.633419506735300e-06  -1.327839524784528e-01
2.014438249122027e-04   2.962259516643178e-06   1.187272713875194e-01
2.259944763318926e-04  -3.311342165909682e-06  -1.060740651133825e-01
2.535372000347300e-04   3.728149200842658e-06   9.486317265574648e-02
2.844366501553267e-04  -4.164255374239495e-06  -8.473151012328659e-02
3.191019224812033e-04   4.693327995051689e-06   7.580053967300120e-02
3.579919707098018e-04  -5.236921095650869e-06  -6.767828163371538e-02
4.016216828033581e-04   5.909779848521176e-06   6.057579031791280e-02
4.505686978900301e-04  -6.585452434703418e-06  -5.405178236455697e-02
5.054810539641999e-04   7.443248817367435e-06   4.841846349893079e-02
5.670857676383036e-04  -8.280105308480091e-06  -4.316208761750292e-02
6.361984595385052e-04   9.376971248809820e-06   3.871284451741208e-02
7.137341527804347e-04  -1.040871066885904e-05  -3.445743869419572e-02
8.007193874922814e-04   1.181647694012281e-05   3.096708549327929e-02
